,Incident ID,Category,Description,Day,Date,Time,District,Latitude,Longitude
717,180349732,OTHER OFFENSES,RESISTING ARREST,Thursday,2018-05-1,19:20,RICHMOND,-122.50989541823887,37.772313197681385
718,180349732,WARRANTS,WARRANT ARREST,Thursday,2018-05-1,19:20,RICHMOND,-122.50989541823887,37.772313197681385
719,180349544,ROBBERY,"ROBBERY OF A COMMERCIAL ESTABLISHMENT, STRONGARM",Thursday,2018-05-1,19:10,CENTRAL,-122.40761288538702,37.78844860197047
720,186106926,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,2018-05-1,19:00,MISSION,-122.41965834371042,37.76422056037451
721,186107087,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Thursday,2018-05-1,19:00,CENTRAL,-122.4203737187009,37.80572044288557
722,180349425,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Thursday,2018-05-1,18:54,NORTHERN,-122.42701962848793,37.78019211889175
723,180349425,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,2018-05-1,18:54,NORTHERN,-122.42701962848793,37.78019211889175
724,180351577,TRESPASS,TRESPASSING,Thursday,2018-05-1,18:46,CENTRAL,-122.40525446302361,37.78925250405221
725,180349209,OTHER OFFENSES,TRAFFIC VIOLATION,Thursday,2018-05-1,18:38,INGLESIDE,-122.45488296428233,37.710479996110195
726,180349481,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,2018-05-1,18:35,PARK,-122.43968383952352,37.77619640916293
727,180349312,NON-CRIMINAL,FOUND PROPERTY,Thursday,2018-05-1,18:20,RICHMOND,-122.46427987944624,37.780033299100644
728,180349356,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Thursday,2018-05-1,18:20,SOUTHERN,-122.40050441967979,37.78745132896625
729,180349356,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Thursday,2018-05-1,18:20,SOUTHERN,-122.40050441967979,37.78745132896625
730,180349663,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Thursday,2018-05-1,18:20,INGLESIDE,-122.41772042465172,37.7106612347749
731,180349340,ROBBERY,"ROBBERY OF A COMMERCIAL ESTABLISHMENT, STRONGARM",Thursday,2018-05-1,18:07,SOUTHERN,-122.3999113188005,37.790559663786276
732,180349657,NON-CRIMINAL,LOST PROPERTY,Thursday,2018-05-1,18:00,PARK,-122.43779970346765,37.774991294436624
733,180350096,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,2018-05-1,18:00,TENDERLOIN,-122.41676999970365,37.77958457766739
734,180349334,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,2018-05-1,17:56,CENTRAL,-122.416032976503,37.788335124818076
735,180349334,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,2018-05-1,17:56,CENTRAL,-122.416032976503,37.788335124818076
736,180349265,WEAPON LAWS,CARRYING A CONCEALED WEAPON,Thursday,2018-05-1,17:55,TENDERLOIN,-122.41431785788087,37.779944405204645
737,180349265,ASSAULT,ELDER ADULT OR DEPENDENT ABUSE (NOT EMBEZZLEMENT OR THEFT),Thursday,2018-05-1,17:55,TENDERLOIN,-122.41431785788087,37.779944405204645
738,180349419,NON-CRIMINAL,SHELTER,Thursday,2018-05-1,17:54,MISSION,-122.4177144035662,37.74985479182153
739,180349419,NON-CRIMINAL,AIDED CASE,Thursday,2018-05-1,17:54,MISSION,-122.4177144035662,37.74985479182153
740,180349243,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Thursday,2018-05-1,17:49,RICHMOND,-122.44236469625477,37.784875053081066
741,180349243,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,2018-05-1,17:49,RICHMOND,-122.44236469625477,37.784875053081066
742,180360932,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Thursday,2018-05-1,17:45,SOUTHERN,-122.4076335207421,37.78418935014246
743,180349271,WARRANTS,PROBATION SEARCH,Thursday,2018-05-1,17:42,TARAVAL,-122.46531865025797,37.71611617332104
744,180349271,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Thursday,2018-05-1,17:42,TARAVAL,-122.46531865025797,37.71611617332104
745,180349118,WARRANTS,WARRANT ARREST,Thursday,2018-05-1,17:09,TENDERLOIN,-122.41431785788087,37.779944405204645
746,180349118,MISSING PERSON,FOUND PERSON,Thursday,2018-05-1,17:09,TENDERLOIN,-122.41431785788087,37.779944405204645
747,180349293,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Thursday,2018-05-1,17:00,BAYVIEW,-122.39563543616825,37.75356457465939
748,180349293,DRUG/NARCOTIC,MAINTAINING PREMISE WHERE NARCOTICS ARE SOLD/USED,Thursday,2018-05-1,17:00,BAYVIEW,-122.39563543616825,37.75356457465939
749,180349293,WARRANTS,PROBATION SEARCH,Thursday,2018-05-1,17:00,BAYVIEW,-122.39563543616825,37.75356457465939
750,180349403,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Thursday,2018-05-1,17:00,SOUTHERN,-122.40379325948861,37.78232358976164
751,180352230,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Thursday,2018-05-1,17:00,NORTHERN,-122.42260112019014,37.775020394587074
752,180349613,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,2018-05-1,16:45,NORTHERN,-122.43467308579632,37.79713727736538
753,180349077,WARRANTS,WARRANT ARREST,Thursday,2018-05-1,16:40,NORTHERN,-122.4291287834775,37.7694556178593
754,180349516,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Thursday,2018-05-1,16:35,CENTRAL,-122.41480996635676,37.78651941116143
755,180349516,FRAUD,FRAUDULENT USE OF AUTOMATED TELLER CARD,Thursday,2018-05-1,16:35,CENTRAL,-122.41480996635676,37.78651941116143
756,180349061,TRESPASS,LODGING WITHOUT PERMISSION,Thursday,2018-05-1,16:11,SOUTHERN,-122.40920248785393,37.77689582101829
757,180349102,LARCENY/THEFT,THEFT FROM MERCHANT OR LIBRARY,Thursday,2018-05-1,16:07,INGLESIDE,-122.43504128295942,37.72425604704211
758,180349168,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Thursday,2018-05-1,16:06,TENDERLOIN,-122.40806495821911,37.786902181967605
759,180349168,SECONDARY CODES,JUVENILE INVOLVED,Thursday,2018-05-1,16:06,TENDERLOIN,-122.40806495821911,37.786902181967605
760,180348900,NON-CRIMINAL,FIRE REPORT,Thursday,2018-05-1,15:48,TARAVAL,-122.47980815844207,37.763388559325485
761,180349964,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,2018-05-1,15:45,SOUTHERN,-122.40529484521453,37.7863072236365
762,180348897,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Thursday,2018-05-1,15:30,SOUTHERN,-122.40255295786527,37.78847491468028
763,180348897,DRUG/NARCOTIC,TRANSPORTATION OF MARIJUANA,Thursday,2018-05-1,15:30,SOUTHERN,-122.40255295786527,37.78847491468028
764,180348897,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Thursday,2018-05-1,15:30,SOUTHERN,-122.40255295786527,37.78847491468028
765,180348938,FRAUD,FALSE ID TO PEACE OFFICER,Thursday,2018-05-1,15:24,TENDERLOIN,-122.41564248785478,37.77883231587925
766,180348938,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Thursday,2018-05-1,15:24,TENDERLOIN,-122.41564248785478,37.77883231587925
767,180348819,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Thursday,2018-05-1,15:02,NORTHERN,-122.42361948889561,37.771715719340584
768,180348803,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Thursday,2018-05-1,15:00,SOUTHERN,-122.4076335207421,37.78418935014246
769,180348803,WARRANTS,WARRANT ARREST,Thursday,2018-05-1,15:00,SOUTHERN,-122.4076335207421,37.78418935014246
770,180348950,BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Thursday,2018-05-1,15:00,CENTRAL,-122.40761288538702,37.78844860197047
771,180348950,OTHER OFFENSES,PROBATION VIOLATION,Thursday,2018-05-1,15:00,CENTRAL,-122.40761288538702,37.78844860197047
772,180348988,NON-CRIMINAL,"STAY AWAY OR COURT ORDER, NON-DV RELATED",Thursday,2018-05-1,15:00,CENTRAL,-122.40203899827145,37.804256809505766
773,180354521,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,2018-05-1,14:50,SOUTHERN,-122.40770214971826,37.770696793086465
774,180348740,OTHER OFFENSES,FALSE EVIDENCE OF VEHICLE REGISTRATION,Thursday,2018-05-1,14:47,BAYVIEW,-122.40524246711405,37.74305069031124
775,180348740,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Thursday,2018-05-1,14:47,BAYVIEW,-122.40524246711405,37.74305069031124
776,180348740,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,2018-05-1,14:47,BAYVIEW,-122.40524246711405,37.74305069031124
777,180349936,"SEX OFFENSES, FORCIBLE",SEXUAL BATTERY,Thursday,2018-05-1,14:45,CENTRAL,-122.39955984813929,37.79415365327374
778,180349453,LARCENY/THEFT,THEFT OF COMPUTERS OR CELL PHONES,Thursday,2018-05-1,14:44,MISSION,-122.41408900070775,37.75250507857576
779,180349453,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,2018-05-1,14:44,MISSION,-122.41408900070775,37.75250507857576
780,180348728,OTHER OFFENSES,TRAFFIC VIOLATION,Thursday,2018-05-1,14:43,MISSION,-122.41844818610124,37.75223916526247
781,180349497,OTHER OFFENSES,TAMPERING WITH A VEHICLE,Thursday,2018-05-1,14:30,NORTHERN,-122.4298362424274,37.77319578685996
782,180352967,OTHER OFFENSES,"FRAUDULENT GAME OR TRICK, OBTAINING MONEY OR PROPERTY",Thursday,2018-05-1,14:30,SOUTHERN,-122.4044271106578,37.778498070873496
783,186107112,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Thursday,2018-05-1,14:30,CENTRAL,-122.40384662351443,37.78982841560608
784,180348784,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,2018-05-1,14:20,MISSION,-122.42584443751443,37.75902980408485
785,180348615,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Thursday,2018-05-1,14:19,MISSION,-122.41828927686586,37.75064029392298
786,180348615,OTHER OFFENSES,TRAFFIC VIOLATION,Thursday,2018-05-1,14:19,MISSION,-122.41828927686586,37.75064029392298
787,180348734,OTHER OFFENSES,RESTRAINING ORDER NOTIFICATION/SERVICE OF RESTRAINING ORDER,Thursday,2018-05-1,14:19,NORTHERN,-122.41891839021832,37.7859407304209
788,180348665,ROBBERY,ROBBERY OF A COMMERCIAL ESTABLISHMENT W/ WEAPON,Thursday,2018-05-1,14:14,INGLESIDE,-122.4053857359687,37.70864735523271
789,180348665,ASSAULT,ASSAULT WITH CAUSTIC CHEMICALS,Thursday,2018-05-1,14:14,INGLESIDE,-122.4053857359687,37.70864735523271
790,180348643,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Thursday,2018-05-1,14:05,TENDERLOIN,-122.41424295590726,37.783724025447846
791,180348643,OTHER OFFENSES,PROBATION VIOLATION,Thursday,2018-05-1,14:05,TENDERLOIN,-122.41424295590726,37.783724025447846
792,180348643,WARRANTS,WARRANT ARREST,Thursday,2018-05-1,14:05,TENDERLOIN,-122.41424295590726,37.783724025447846
793,180348530,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Thursday,2018-05-1,14:00,SOUTHERN,-122.40529484521453,37.7863072236365
794,180348530,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Thursday,2018-05-1,14:00,SOUTHERN,-122.40529484521453,37.7863072236365
795,180348518,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Thursday,2018-05-1,13:45,BAYVIEW,-122.39693538867232,37.738280920869364
796,180348518,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Thursday,2018-05-1,13:45,BAYVIEW,-122.39693538867232,37.738280920869364
797,180348518,SECONDARY CODES,DOMESTIC VIOLENCE,Thursday,2018-05-1,13:45,BAYVIEW,-122.39693538867232,37.738280920869364
798,180348483,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Thursday,2018-05-1,13:41,SOUTHERN,-122.41431785788087,37.779944405204645
799,180348483,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Thursday,2018-05-1,13:41,SOUTHERN,-122.41431785788087,37.779944405204645
800,180348477,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Thursday,2018-05-1,13:30,NORTHERN,-122.41827417165969,37.78703720436851
801,180348499,MISSING PERSON,MISSING JUVENILE,Thursday,2018-05-1,13:30,SOUTHERN,-122.41135913835731,37.77649448087791
802,180348499,MISSING PERSON,FOUND PERSON,Thursday,2018-05-1,13:30,SOUTHERN,-122.41135913835731,37.77649448087791
803,180348825,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,2018-05-1,13:25,CENTRAL,-122.41961610967128,37.801994243804934
804,180348411,NON-CRIMINAL,FOUND PROPERTY,Thursday,2018-05-1,13:15,MISSION,-122.41951570840605,37.763429232849624
805,180348461,DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,Thursday,2018-05-1,13:08,NORTHERN,-122.42884043360279,37.780972734343706
806,180348461,DRUG/NARCOTIC,POSSESSION OF COCAINE FOR SALES,Thursday,2018-05-1,13:08,NORTHERN,-122.42884043360279,37.780972734343706
807,180348461,NON-CRIMINAL,SEARCH WARRANT SERVICE,Thursday,2018-05-1,13:08,NORTHERN,-122.42884043360279,37.780972734343706
808,180348756,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,2018-05-1,13:00,CENTRAL,-122.41961610967128,37.801994243804934
809,180348342,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Thursday,2018-05-1,12:55,PARK,-122.44778307055877,37.76995495034647
810,180348875,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,2018-05-1,12:50,CENTRAL,-122.40038746482043,37.80257359916507
811,180348621,NON-CRIMINAL,TURNED IN GUN,Thursday,2018-05-1,12:40,NORTHERN,-122.42938706586796,37.796010431079466
812,180348693,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,2018-05-1,12:40,RICHMOND,-122.45885756073629,37.78220007231377
813,180348273,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Thursday,2018-05-1,12:29,SOUTHERN,-122.40806834514827,37.783991676816086
814,180348273,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,2018-05-1,12:29,SOUTHERN,-122.40806834514827,37.783991676816086
815,180349378,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,2018-05-1,12:27,NORTHERN,-122.43083837840278,37.79484180774066
816,180348790,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Thursday,2018-05-1,12:23,SOUTHERN,-122.4065209871443,37.785062942166064
817,180348790,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Thursday,2018-05-1,12:23,SOUTHERN,-122.4065209871443,37.785062942166064
818,180349679,ROBBERY,ROBBERY ON THE STREET WITH A KNIFE,Thursday,2018-05-1,12:15,SOUTHERN,-122.41411057262107,37.77670781951531
819,180348295,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Thursday,2018-05-1,12:05,INGLESIDE,-122.44672066985392,37.71920985297832
820,180348295,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Thursday,2018-05-1,12:05,INGLESIDE,-122.44672066985392,37.71920985297832
821,180348295,WARRANTS,WARRANT ARREST,Thursday,2018-05-1,12:05,INGLESIDE,-122.44672066985392,37.71920985297832
822,180349362,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Thursday,2018-05-1,12:00,SOUTHERN,-122.40340479147905,37.775420706711
823,180354452,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Thursday,2018-05-1,12:00,MISSION,-122.443415723273,37.74836649085447
824,186106976,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,2018-05-1,11:50,MISSION,-122.43102870271333,37.765867239453186
825,180348126,TRESPASS,TRESPASSING,Thursday,2018-05-1,11:32,CENTRAL,-122.39819527270217,37.79337818657572
826,180348289,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,2018-05-1,11:30,RICHMOND,-122.50037607770307,37.78566804333874
827,180348223,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Thursday,2018-05-1,11:15,SOUTHERN,-122.40558617557491,37.78021761915026
828,180348182,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Thursday,2018-05-1,10:56,TARAVAL,-122.49206801733959,37.71436154987557
829,180347980,NON-CRIMINAL,TURNED IN GUN,Thursday,2018-05-1,10:51,BAYVIEW,-122.38951764803554,37.77246824000607
830,180348063,SUSPICIOUS OCC,SUSPICIOUS ACT TOWARDS FEMALE,Thursday,2018-05-1,10:50,INGLESIDE,-122.42639008082789,37.7185612508135
831,180348041,WEAPON LAWS,EXHIBITING DEADLY WEAPON IN A THREATING MANNER,Thursday,2018-05-1,10:45,SOUTHERN,-122.40316136589045,37.78369095337748
832,180348041,ASSAULT,THREATS AGAINST LIFE,Thursday,2018-05-1,10:45,SOUTHERN,-122.40316136589045,37.78369095337748
833,180348267,NON-CRIMINAL,LOST PROPERTY,Thursday,2018-05-1,10:40,TARAVAL,-122.48971396912425,37.73394976808516
834,180348132,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Thursday,2018-05-1,10:26,BAYVIEW,-122.39154917029904,37.71917919745816
835,180348132,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Thursday,2018-05-1,10:26,BAYVIEW,-122.39154917029904,37.71917919745816
836,180348132,VEHICLE THEFT,STOLEN TRUCK,Thursday,2018-05-1,10:26,BAYVIEW,-122.39154917029904,37.71917919745816
837,180348132,KIDNAPPING,"KIDNAPPING, JUVENILE VICTIM",Thursday,2018-05-1,10:26,BAYVIEW,-122.39154917029904,37.71917919745816
838,180348132,SECONDARY CODES,DOMESTIC VIOLENCE,Thursday,2018-05-1,10:26,BAYVIEW,-122.39154917029904,37.71917919745816
839,180348370,RUNAWAY,RUNAWAY,Thursday,2018-05-1,10:24,TARAVAL,-122.48510062151247,37.73828383469711
840,180347883,ASSAULT,BATTERY,Thursday,2018-05-1,10:16,SOUTHERN,-122.41127194053715,37.776032950124375
841,180347639,NON-CRIMINAL,"CIVIL SIDEWALKS, CITATION",Thursday,2018-05-1,09:55,PARK,-122.4512880612313,37.76939670991645
842,180348449,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Thursday,2018-05-1,09:44,CENTRAL,-122.41337058113965,37.80857526739641
843,180348449,WARRANTS,WARRANT ARREST,Thursday,2018-05-1,09:44,CENTRAL,-122.41337058113965,37.80857526739641
844,180347742,NON-CRIMINAL,"CIVIL SIDEWALKS, CITATION",Thursday,2018-05-1,09:41,PARK,-122.4453186926697,37.76971906190156
845,180348057,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,2018-05-1,09:40,NORTHERN,-122.42160889320716,37.79550387107726
846,180348596,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Thursday,2018-05-1,09:35,SOUTHERN,-122.40340479147905,37.775420706711
847,180347720,NON-CRIMINAL,"CIVIL SIDEWALKS, CITATION",Thursday,2018-05-1,09:34,PARK,-122.4453186926697,37.76971906190156
848,180347764,ASSAULT,BATTERY,Thursday,2018-05-1,09:33,MISSION,-122.4187382657717,37.75461723820833
849,180347764,ASSAULT,THREATS AGAINST LIFE,Thursday,2018-05-1,09:33,MISSION,-122.4187382657717,37.75461723820833
850,180347714,NON-CRIMINAL,"CIVIL SIDEWALKS, CITATION",Thursday,2018-05-1,09:30,PARK,-122.44534678659976,37.770208195917206
851,180347736,NON-CRIMINAL,"CIVIL SIDEWALKS, CITATION",Thursday,2018-05-1,09:30,PARK,-122.44534678659976,37.770208195917206
852,180347792,ASSAULT,BATTERY,Thursday,2018-05-1,09:30,MISSION,-122.43274574491818,37.759819191387095
853,180349522,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Thursday,2018-05-1,09:30,TARAVAL,-122.50767848390764,37.76226834594277
854,180347708,NON-CRIMINAL,"CIVIL SIDEWALKS, WARNING",Thursday,2018-05-1,09:25,PARK,-122.4453186926697,37.76971906190156
855,180349685,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Thursday,2018-05-1,09:15,INGLESIDE,-122.43534724344428,37.72845716608376
856,180347877,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,2018-05-1,09:00,TENDERLOIN,-122.41092835334732,37.78367787411241
857,180347902,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Thursday,2018-05-1,09:00,SOUTHERN,-122.41544875956173,37.778293520129026
858,180349196,BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Thursday,2018-05-1,09:00,TENDERLOIN,-122.41487855904958,37.782633503154095
859,180347645,NON-CRIMINAL,FOUND PROPERTY,Thursday,2018-05-1,08:48,MISSION,-122.41827791052097,37.76269528759495
860,180347667,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Thursday,2018-05-1,08:30,CENTRAL,-122.39637443911604,37.7980532528058
861,180347811,WEAPON LAWS,SUSPICIOUS PACKAGE,Thursday,2018-05-1,08:21,CENTRAL,-122.40202524497094,37.78957970119567
862,180349710,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Thursday,2018-05-1,08:00,RICHMOND,-122.44330291273515,37.78950379426648
863,180352531,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Thursday,2018-05-1,08:00,PARK,-122.46308279407823,37.757736337292805
864,186106960,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,2018-05-1,08:00,MISSION,-122.4283553666517,37.76125771134144
865,180347673,BURGLARY,"BURGLARY, HOT PROWL, FORCIBLE ENTRY",Thursday,2018-05-1,07:45,NORTHERN,-122.41956049109513,37.79302965337627
866,180347673,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,2018-05-1,07:45,NORTHERN,-122.41956049109513,37.79302965337627
867,180347479,TRESPASS,TRESPASSING,Thursday,2018-05-1,07:29,INGLESIDE,-122.41512332126973,37.7147054321972
868,180347479,NON-CRIMINAL,"STAY AWAY OR COURT ORDER, NON-DV RELATED",Thursday,2018-05-1,07:29,INGLESIDE,-122.41512332126973,37.7147054321972
869,186107021,NON-CRIMINAL,LOST PROPERTY,Thursday,2018-05-1,07:25,CENTRAL,-122.40425275849961,37.79218272002953
870,180347510,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Thursday,2018-05-1,07:20,INGLESIDE,-122.42013193877224,37.746575046507346
871,180347833,ASSAULT,BATTERY,Thursday,2018-05-1,07:00,SOUTHERN,-122.39341330604051,37.790611720409316
872,180347441,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Thursday,2018-05-1,06:30,NORTHERN,-122.42963910482293,37.801166872273846
873,180347441,BURGLARY,"BURGLARY, HOT PROWL, ATTEMPTED FORCIBLE ENTRY",Thursday,2018-05-1,06:30,NORTHERN,-122.42963910482293,37.801166872273846
874,180347849,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,2018-05-1,06:30,NORTHERN,-122.4233431377667,37.791128862618535
875,180352161,FRAUD,"CELLULAR OR CORDLESS PHONE COMMUNICATIONS, INTERCEPTING",Thursday,2018-05-1,06:30,INGLESIDE,-122.42094545957006,37.7302535674133
876,180352161,ASSAULT,INFLICT INJURY ON COHABITEE,Thursday,2018-05-1,06:30,INGLESIDE,-122.42094545957006,37.7302535674133
877,180348029,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,2018-05-1,06:26,TARAVAL,-122.48099135249606,37.73341450274551
878,180355212,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Thursday,2018-05-1,06:15,INGLESIDE,-122.42899004948828,37.74396010639907
879,180355212,LARCENY/THEFT,THEFT OF COMPUTERS OR CELL PHONES,Thursday,2018-05-1,06:15,INGLESIDE,-122.42899004948828,37.74396010639907
880,180355212,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,2018-05-1,06:15,INGLESIDE,-122.42899004948828,37.74396010639907
881,180351050,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,2018-05-1,06:00,SOUTHERN,-122.39774223577304,37.79198057669808
882,180347485,ASSAULT,BATTERY,Thursday,2018-05-1,05:49,TENDERLOIN,-122.4163519873519,37.7816031438671
883,180347344,BURGLARY,"BURGLARY, HOT PROWL, FORCIBLE ENTRY",Thursday,2018-05-1,05:05,MISSION,-122.42718995607137,37.75498426895116
884,180347372,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Thursday,2018-05-1,05:00,CENTRAL,-122.41642171962187,37.79862839000737
885,180347350,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Thursday,2018-05-1,04:50,SOUTHERN,-122.40901120663871,37.781134056824314
886,180352393,BURGLARY,"BURGLARY OF STORE, FORCIBLE ENTRY",Thursday,2018-05-1,04:41,NORTHERN,-122.42318775319487,37.777573826272935
887,180347322,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Thursday,2018-05-1,04:30,INGLESIDE,-122.42886864360452,37.72177953990783
888,180347338,ROBBERY,ROBBERY OF A CHAIN STORE WITH A GUN,Thursday,2018-05-1,04:15,TARAVAL,-122.49017024665066,37.74246823536251
889,180348994,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,2018-05-1,04:00,BAYVIEW,-122.4052263602827,37.76140689353552
890,180347526,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Thursday,2018-05-1,03:52,INGLESIDE,-122.4337436923636,37.725970737573704
891,180347297,SECONDARY CODES,JUVENILE INVOLVED,Thursday,2018-05-1,03:00,INGLESIDE,-122.4330318419433,37.7102720224768
892,180347297,MISSING PERSON,MISSING JUVENILE,Thursday,2018-05-1,03:00,INGLESIDE,-122.4330318419433,37.7102720224768
893,180347297,MISSING PERSON,FOUND PERSON,Thursday,2018-05-1,03:00,INGLESIDE,-122.4330318419433,37.7102720224768
894,180347695,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,2018-05-1,03:00,INGLESIDE,-122.42843997004198,37.728594689778795
895,180347300,WEAPON LAWS,CARRYING A CONCEALED WEAPON,Thursday,2018-05-1,02:45,NORTHERN,-122.42227702763972,37.78175287678813
896,180347300,WARRANTS,ENROUTE TO PAROLE OFFICER,Thursday,2018-05-1,02:45,NORTHERN,-122.42227702763972,37.78175287678813
897,180347269,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Thursday,2018-05-1,02:26,INGLESIDE,-122.4042260783963,37.710408878240116
898,180347253,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Thursday,2018-05-1,02:25,SOUTHERN,-122.41193561574542,37.78000644202978
899,180347253,SUSPICIOUS OCC,SUSPICIOUS ACT TOWARDS FEMALE,Thursday,2018-05-1,02:25,SOUTHERN,-122.41193561574542,37.78000644202978
900,180347231,LARCENY/THEFT,PETTY THEFT BICYCLE,Thursday,2018-05-1,02:13,MISSION,-122.42173376776307,37.76329969459384
901,180347231,OTHER OFFENSES,PROBATION VIOLATION,Thursday,2018-05-1,02:13,MISSION,-122.42173376776307,37.76329969459384
